,Testing Data,Predicted Labels
1294, انترنت_السعوديه_ضعيف وش الغريب بالمهلكه,0
1295, عواقب وتبعات اعدام الشيخ النمر رحمه الله لا يعلمها الا الله وسوف تظل لفترات طويله ولهاانعكاسات سياسيه وامنيه داخل وخارج ال ,0
1296, الهلال اهدى المباراه لهم الشوط الاول بدا ب سيطره وضغط هلالي وهجمه محققه ضائعه خطاين فرديه وهدف اهلاوي الهلال_الاهلي 1 ,1
1297,اكثر شي استمتعت به اليوم هو الهلال_التعاون,1
1298,تمكنت الشرطه الفرنسيه من تصفيه اثنين من المشتبه بهم في تنفيذ هجمات باريس واعتقال ثالث لدى مداهمتها مبنى في ضاحيه ,2
1299, رفع_اسعار_البنزين_والكهرباا وتبقا بلادي الحبيبه السعوديه الارخص في العالم في سعر البنزين والكهرباا,1
1300,لعل هذه الصوره تعبر عن مافي داخلي لك وزير_التعليم اوامر_ملكيه السعوديه ,2
1301, هدف التعادل ل الهلال عبدالله_الزوري بث مباشر الهلال_الفتح 3 3 جوال كمبيوتر ,2
1302, برشلونه_روما حتى اللي ماله في الكوره يحب الكوره من ميسي ورفاقه ,1
1303,اعفاا وزير التعليم اوامر_ملكيه,2
1304, اهل غزه يتعرضون لاكبر اباده جماعيه في العصر الحديث ولكن بطريقه بطيئه وخبيثه من قبل الصهاينه واذنابهم في دوله الانقلاب ,0
1305, الصوره قديمه من عام 2009 من ايام stc,2
1306, ماذا يحدث عندما يجتمع ميسي نيمار سواريز برشلونه_روما ,2
1307,فيه ناس بعد الاعلان عن الميزانيه تثبت لك بتفكيرها مدى غبائها وعقليتها المحدوده رفع_اسعار_البنزين_والكهرباا,2
1308,ليش التعليق للطلاب بس ما يشمل الجميع تعليق_الدراسه_في_القصيم,2
1309,كنا نطالب بصانع العاب ا ن نطالب بتسليم الكره صح الهلال_الاهلي,2
1310, اليمن رفع الاعلام على المناطق المحرره في تعز اليمن اليمن_تنتصر,0
1311, الميداا ععععااااار والله العظيم عععاار على الهلال وعلى تشكيله الهلال وجوده مثل عدمه قسم بالله حسبي الله ونعم الوكيل اذا لع ,0
1312,في هذه الاثناا يتوجه رئيس الهلال لجلد شراحيلي بال ,2
1313,والله نبيل امس انه كفوووو حلل الفلوس الي جبناه به يوم يمسك كواك البارح الهلال_الاهلي,1
1314,برشلونيه لاتكلمني برشلونه_روما,2
1315, احمد الفريدي مارجع احمد الفريدي تقدم ماشاا الله النصر_الاتحاد,1
1316, الامير_الوالد يقول اثناا زيارته لاحد الجنود القطرين بحرب اليمن ان الله جاب الملك سلمان فالوقت المناسب لانقاذ اليمن ,2
1317, لاتجعل ذنوب العباد شماعه لفساد المسؤول جده_تغرق و بريده_تغرق ليس بسبب الذنوب بل بسبب فساد مسؤول خان ثقه ولي الامر ,0
1318,شوارع الرياض فاضيه واضح السحبه القويه على الدراسه اليوم تعليق_الدراسه_في_الرياض,2
1319, يتغير المدرب والمجامله موجوده ابعدووه هوا وشلته الاتحاد_الخليج,0
1320, الهلال_الفتح دونيس الهلال مازال يكرر الخطا وهو اللعب بمهاجم واحد فقط انصحه ياخذ كورس عند بيتوركا الاتحاد ويتعلم اللعب بمهاجمين ,0
1321, برشلونه_روما اداره ممتازه ليس فيها دكتاتور يتحكم في خطط المدرب لذلك نرى برشلونه في هذه الصوره ارحل_بيريز,1
1322, نص ميغا ,2
1323,جبتولكم علوم الصحيحه قبل الاعلام مبروك ياهل القصيم اجازه سعيده تعليق_الدراسه_في_القصيم تعليق_الدراسه ,1
1324,يعني هذا وقت السينما اخواننا على الحد الجنوبي اخواننا احوج الى الدعاااا اكثر مما انتم احوج اليه من الملهيات السماح_بالسينما_في_السعوديه,0
1325, ابطال العشر يخضعون لاسياد العرش فل تخضع اوروبااااااا في حضره الكتلان برشلونه_ريال_مدريد برشلونه_روما ,1
1326,معترضين على صنعها ليس لانها مسلمه و الاسلام يحرم فعلها هذا معترضين فقط حميه حميه الجاهليه لماذا_يا_خوله_العنزي,0
1327,كيف تبغون يحسب هدف الشمراني وذا الحكم الهلال_هجر ,2
1328,توقعي لنتيجه المباراه في احد القروبات المجد لي برشلونه_روما ,1
1329, بالتوفيق اليوم لي كبير الرياض ياعيني يا جمهور الزعيم ابداع الهلال_الاهلي,1
1330, نحن فخورون بوطن انجب رجل دوله بقامتك يابا محمد احسن الله عزاانا اعفاا_عزام_الدخيل احمد_العيسى_وزيرا_للتعليم اوامر_ملكيه,2
1331, الفريان تفاعل جميل بالملعب الهلال_التعاون ,1
1332,وهذه ليس اخطاا كارثيه الهلال_التعاون ,0
1333, رسوم_الاراضي_البيضاا انعدمت الثقه عندي في تصديق اي قرار الى ان ينفذ و على الجميع وقتها يكون فعلا اقر وتبدا منافعه باذن الله,1
1334, عظم الله اجرنا و اجركم اوامر_ملكيه وداعا_عزام اعفاا_عزام_الدخيل شكرا_عزام_الدخيل,1
1335, رفع_اسعار_البنزين_والكهرباا الميزانيه_السعوديه ميزانيتنا_عز_وليست_عجز الميزانيه والحقيقه ان البقر تشابه علينا ,0
1336,يارب ان ابتليتني فاجعلني عبدا صبورا و ان انعمت علي فاجعلني عبدا شكورا السماح_بالسينما_في_السعوديه,2
1337, ويلعب على حسابه العاهه الميدا وابداع ه اليوم سببه نواف شلهوب ياسر القحطاني شفنا من دخول ياسر القحطاني انهلت الاهداف الهلال,1
1338,الفففف مبروووك للكتلاان الفووز برشلونه برشلونه_روما فيسكا_بارسا ça ça ça,1
1339, يا رجال_الحد_الجنوبي انتم لا تدافعون عن وطن فقط بل عن مقدسات مليار ونصف مسلم شرف الدهر لكم والخيبه والع ,1
1340,نفداك ياوطن بدمنا وانفسنا الميزانيه_السعوديه,1
1341, الف مبرووك يا زعمااااا الهلال_التعاون,1
1342, زواج لاعب الهلال الاولمبي حارس المرمى محمد العتيبي نسال الله ان يوفقه في حياته الزوجيه الهلال_الفتح ,1
1343, قاسم_يهاجم_الملك_عبدالله ويطعن في الحقبه الداكنه كما سماها بعد وفاته رحمه الله دليل على ان السياط لا تزال تلهب ظهور الص ,2
1344,واضضحححهه معطينا اجازه يومين والخميس دوام غيااب ياحبيبي تعليق_الدراسه_في_الرياض,2
1345,ياعيال بشروا ايش صار على الميزانيه_السعوديه قمح والا شعير ,2
1346, متاكد انها بالنهايه راح تضر المواطنين اكثر من التجار دام مابها استثنااات لاحد او لاصحاب الدخل المحدود رسوم_الاراضي_البيضاا,0
